16,1,20,106,85,409,ChooShinsoo_DH
10,4,32,173,54,570,ChoiJihoon_CF
26,0,21,110,88,414,ChoiJeong_3B
21,1,33,121,88,458,HanYooseom_RF
13,1,15,60,27,241,JeonEusan_1B
6,0,9,57,16,180,JuanLagares_LF
2,4,24,147,63,494,ParkSunghan_SS
9,2,14,63,35,298,ChoiJoohwan_2B
1,1,7,36,29,168,KimMinsik_C
