1,2,10,60,72,317,KimJoonwan_LF
0,0,6,54,52,271,LeeYongkyu_DH
23,10,36,193,83,553,LeeJunghoo_CF
4,7,18,164,50,516,KimHyesung_2B
21,0,30,131,71,473,YasielPuig_RF
0,1,5,68,18,250,KimTaejin_1B
2,4,13,112,24,420,LeeJiyeong_C
8,1,12,74,53,333,KimWheejip_SS
13,4,21,135,52,547,SongSungmoon_3B
