1,4,19,125,78,437,HongChangki_RF
3,8,20,165,53,570,ParkHaemin_CF
23,2,25,150,83,524,KimHyunsoo_LF
12,2,26,138,51,467,ChaeEunseong_1B
25,4,16,133,71,494,OhJihwan_SS
9,3,22,128,49,406,MoonBokyeong_3B
6,3,15,99,56,327,MoonSungjoo_DH
8,0,16,106,46,416,YooKangnam_C
2,1,10,49,24,219,SeoKunchang_2B
