2,0,11,59,19,235,KimSangsoo_SS
1,1,12,73,20,226,KangHanwool_3B
28,4,33,192,79,561,JosePirela_LF
21,0,42,126,67,470,OhJaeil_1B
5,3,23,119,32,409,KooJawook_RF
10,0,13,77,40,288,LeeWonseok_DH
0,6,7,101,47,361,KimJichan_2B
13,1,19,102,48,396,KangMinho_C
0,4,19,100,51,363,KimHyeonjoon_CF
