3,0,8,72,34,294,JeongHoon_1B
8,1,10,72,33,218,JackRex_CF
11,1,31,143,39,470,JeonJunwoo_LF
23,0,23,179,52,540,LeeDaeho_DH
14,3,27,140,60,493,AhnChihong_2B
14,0,27,140,41,456,HanDonghee_3B
5,1,15,74,25,234,KoSeungmin_RF
3,0,7,37,23,174,JiSiwan_C
1,2,7,45,18,198,ParkSeungwook_SS
