3,4,12,105,41,405,JeongSubin_CF
10,1,28,117,32,444,KangSeungho_2B
8,0,23,125,55,432,HeoKyungmin_3B
23,1,24,111,69,448,KimJaehwan_LF
20,1,14,99,42,406,YangSukhwan_1B
6,0,28,157,37,508,JoseFernandes_DH
1,0,7,48,30,223,KimJaeho_SS
3,1,13,87,40,351,ParkSehyuk_C
5,0,6,58,45,235,KimIntae_RF
